linename,station,weekdate_2022,weekend_am_2022,weekend_pm_2022,weekday_am_2022,weekday_pm_2022,week,weekdate_bl,weekend_am_bl,weekend_pm_bl,weekday_am_bl,weekday_pm_bl,d_weekend_am,d_weekend_pm,d_weekday_am,d_weekday_pm,lat,lon
NQW,30 AV,2022-03-21T00:00:00Z,524,1329,6524,6039,12,2019-03-25T00:00:00Z,1284,3823,20404,14710,0.40809968847352024,0.3476327491498823,0.3197412272103509,0.4105370496261047,40.76677867,-73.921479
25,ALLERTON AV,2022-03-14T00:00:00Z,603,411,5748,1685,11,2019-03-18T00:00:00Z,1177,996,11188,3600,0.5123194562446899,0.4126506024096386,0.513764747944226,0.46805555555555556,40.86548338,-73.86723423
F,21 ST-QNSBRIDGE,2022-02-14T00:00:00Z,1640,1304,7538,8206,7,2019-02-18T00:00:00Z,3126,3447,16752,13675,0.5246321177223289,0.37829997098926604,0.4499761222540592,0.600073126142596,40.75373927,-73.94193761
C,KINGSTON-THROOP,2022-04-04T00:00:00Z,1,11,2645,2817,14,2019-04-08T00:00:00Z,499,1378,6119,6165,0.002004008016032064,0.007982583454281567,0.4322601732309201,0.4569343065693431,40.679919,-73.940859
6,MIDDLETOWN RD,2022-01-24T00:00:00Z,85,89,2145,596,4,2020-01-27T00:00:00Z,208,253,4341,1224,0.40865384615384615,0.35177865612648224,0.4941257774706289,0.4869281045751634,40.843863,-73.836322
DNR,36 ST,2022-02-28T00:00:00Z,742,2377,6527,12510,9,2019-03-04T00:00:00Z,1290,3750,10510,23379,0.5751937984496124,0.6338666666666667,0.6210275927687916,0.5350955986141409,40.65514367,-74.003549
456,125 ST,2022-02-21T00:00:00Z,1041,2487,6852,13013,8,2019-02-25T00:00:00Z,2114,6574,21381,40702,0.4924314096499527,0.3783084879829632,0.3204714466114775,0.3197140189671269,40.804138,-73.937594
EFMR,FOREST HILLS 71,2022-03-07T00:00:00Z,1181,2123,14154,13387,10,2019-03-11T00:00:00Z,3075,4793,55057,22976,0.38406504065040653,0.442937617358648,0.2570790271900031,0.5826514623955432,40.72159431,-73.84451672
C,163 ST-AMSTERDM,2022-03-21T00:00:00Z,410,377,3951,1375,12,2019-03-25T00:00:00Z,777,856,8041,2891,0.5276705276705277,0.44042056074766356,0.49135679641835595,0.47561397440332065,40.836013,-73.939892
A,AQUEDUCT N.COND,2022-04-04T00:00:00Z,44,85,1131,207,14,2019-04-08T00:00:00Z,117,198,2709,516,0.37606837606837606,0.4292929292929293,0.4174972314507198,0.4011627906976744,40.668234,-73.834058
7,JUNCTION BLVD,2022-03-14T00:00:00Z,3110,3228,25165,9688,11,2019-03-18T00:00:00Z,7185,6347,37024,16295,0.4328462073764788,0.5085867338900267,0.6796942523768367,0.594538201902424,40.749145,-73.869527
1,RECTOR ST,2022-02-28T00:00:00Z,445,839,2805,5904,9,2019-03-04T00:00:00Z,855,2299,11022,17928,0.52046783625731,0.3649412788168769,0.25449101796407186,0.3293172690763052,40.707513,-74.013783
R,BAY RIDGE AV,2022-02-21T00:00:00Z,1090,907,6253,3142,8,2019-02-25T00:00:00Z,2159,1756,18920,6945,0.5048633626679018,0.5165148063781321,0.3304968287526427,0.45241180705543554,40.63496667,-74.023377
L,MORGAN AV,2022-02-14T00:00:00Z,508,1105,3702,4397,7,2019-02-18T00:00:00Z,0,0,8771,7939,"NA","NA",0.4220727397104093,0.5538480916992065,40.70615167,-73.933147
BD,174-175 STS,2022-01-31T00:00:00Z,614,476,3741,2994,5,2020-02-03T00:00:00Z,1405,1222,9166,6692,0.4370106761565836,0.3895253682487725,0.4081387737289985,0.44739988045427376,40.8459,-73.910136
BC,CATHEDRAL PKWY,2022-03-21T00:00:00Z,183,419,4550,3101,12,2019-03-25T00:00:00Z,581,1710,10595,6697,0.31497418244406195,0.24502923976608187,0.4294478527607362,0.46304315365088844,40.80058156,-73.95806671
6,CYPRESS AV,2022-04-18T00:00:00Z,304,252,1784,1485,16,2019-04-22T00:00:00Z,285,438,4103,3120,1.0666666666666667,0.5753424657534246,0.4348038020960273,0.47596153846153844,40.805368,-73.914042
EF,75 AV,2022-01-31T00:00:00Z,290,356,2980,1803,5,2020-02-03T00:00:00Z,699,826,9681,3315,0.41487839771101576,0.43099273607748184,0.30781944014048135,0.5438914027149321,40.71804465,-73.83692369
F,AVENUE X,2022-03-21T00:00:00Z,1,1,2349,1221,12,2019-03-25T00:00:00Z,0,0,4400,2143,"NA","NA",0.5338636363636363,0.5697620158656089,40.58944967,-73.974266
7,69 ST,2022-01-24T00:00:00Z,343,627,4155,2669,4,2020-01-27T00:00:00Z,674,1462,6314,4566,0.5089020771513353,0.42886456908344733,0.6580614507443776,0.5845378887428822,40.746325,-73.896403
456,125 ST,2022-01-03T00:00:00Z,883,2200,7881,12209,1,2020-01-06T00:00:00Z,1964,6448,20182,39244,0.4495926680244399,0.3411910669975186,0.39049648201367554,0.31110488227499744,40.804138,-73.937594
A,104 ST,2022-02-21T00:00:00Z,194,110,1547,434,8,2019-02-25T00:00:00Z,466,286,3978,1255,0.41630901287553645,0.38461538461538464,0.3888888888888889,0.3458167330677291,40.681711,-73.837683
D,79 ST,2022-02-21T00:00:00Z,1343,488,6455,1569,8,2019-02-25T00:00:00Z,2649,1097,16509,4035,0.5069837674594186,0.4448495897903373,0.39099884911260524,0.38884758364312266,40.61315893,-74.00058287
1,DYCKMAN ST,2022-02-21T00:00:00Z,970,1057,5138,3588,8,2019-02-25T00:00:00Z,2207,2802,12590,7664,0.4395106479383779,0.37723054960742325,0.40810166799046865,0.4681628392484342,40.860531,-73.925536
6,3 AV 138 ST,2022-01-24T00:00:00Z,456,526,4467,3836,4,2020-01-27T00:00:00Z,1161,1867,9936,10105,0.39276485788113696,0.28173540439207284,0.44957729468599034,0.37961405244928254,40.810476,-73.926138
NQW,36 AV,2022-04-11T00:00:00Z,158,410,2838,3155,15,2019-04-15T00:00:00Z,409,1481,5282,4139,0.3863080684596577,0.27683997299122215,0.5372964786065885,0.7622614158009181,40.756442,-73.929862
3,NOSTRAND AV,2022-03-28T00:00:00Z,156,578,1717,2399,13,2019-04-01T00:00:00Z,337,1175,3640,5221,0.4629080118694362,0.4919148936170213,0.4717032967032967,0.4594905190576518,40.66993815,-73.95042625
AC,UTICA AV,2022-01-03T00:00:00Z,619,1151,5887,5049,1,2020-01-06T00:00:00Z,1646,3987,16409,13525,0.37606318347509116,0.2886882367695009,0.3587665305624962,0.3733086876155268,40.679364,-73.930729
F,JAMAICA 179 ST,2022-03-28T00:00:00Z,1652,1405,24035,6370,13,2019-04-01T00:00:00Z,3112,2642,47634,12575,0.5308483290488432,0.5317940953822862,0.5045765629592308,0.5065606361829026,40.71264567,-73.783817
AS,BEACH 105 ST,2022-01-17T00:00:00Z,16,13,170,41,3,2020-01-20T00:00:00Z,15,9,443,87,1.0666666666666667,1.4444444444444444,0.3837471783295711,0.47126436781609193,40.58326844,-73.82758075
1,157 ST,2022-03-28T00:00:00Z,1139,1284,9734,4338,13,2019-04-01T00:00:00Z,2406,3254,19742,12565,0.47339983374896094,0.3945912722802704,0.49306048019450915,0.34524472741742934,40.834041,-73.94489
G,21 ST,2022-04-04T00:00:00Z,59,235,576,1344,14,2019-04-08T00:00:00Z,0,0,1082,3463,"NA","NA",0.532347504621072,0.3881028010395611,40.74412867,-73.9496
FM,23 ST,2022-01-17T00:00:00Z,493,2614,4525,16338,3,2020-01-20T00:00:00Z,2005,10418,22362,59545,0.2458852867830424,0.2509118832789403,0.20235220463285933,0.27438072046351497,40.74295432,-73.992765
BQ,NEWKIRK PLAZA,2022-02-21T00:00:00Z,607,947,4592,3713,8,2019-02-25T00:00:00Z,2180,2034,12082,7553,0.27844036697247704,0.4655850540806293,0.38006952491309387,0.4915927446047928,40.63514194,-73.962694870000007
7,103 ST-CORONA,2022-01-03T00:00:00Z,4091,2780,20635,8771,1,2020-01-06T00:00:00Z,7752,5449,39469,16998,0.527734778121775,0.5101853551110296,0.5228153740910588,0.5160018825744205,40.749865,-73.8627
4,KINGSBRIDGE RD,2022-04-18T00:00:00Z,1114,798,7445,2532,16,2019-04-22T00:00:00Z,2107,1517,13209,4981,0.5287138111058377,0.5260382333553065,0.5636308577485049,0.5083316603091749,40.86776,-73.897174
123ACE,34 ST-PENN STA,2022-01-17T00:00:00Z,5583,13787,60469,53797,3,2020-01-20T00:00:00Z,15537,41658,250132,189855,0.3593357791079359,0.33095683902251666,0.24174835686757393,0.2833583524268521,40.750373,-73.991057
1,157 ST,2022-01-24T00:00:00Z,631,1024,6055,4809,4,2020-01-27T00:00:00Z,1158,2867,10382,10495,0.5449050086355786,0.3571677711893966,0.5832209593527259,0.45821819914244877,40.834041,-73.94489
CE,23 ST,2022-03-21T00:00:00Z,297,2776,2232,15214,12,2019-03-25T00:00:00Z,578,8905,5734,47307,0.513840830449827,0.31173498034811903,0.38925706313219394,0.32160145433022597,40.745906,-73.998041
1,215 ST,2022-02-07T00:00:00Z,157,259,1862,1535,6,2020-02-10T00:00:00Z,130,381,2947,2506,1.2076923076923076,0.6797900262467191,0.6318289786223278,0.6125299281723863,40.869444,-73.915279
23,EASTN PKWY-MUSM,2022-03-28T00:00:00Z,41,708,1344,2169,13,2019-04-01T00:00:00Z,161,3330,2892,6382,0.2546583850931677,0.2126126126126126,0.46473029045643155,0.33986211219053586,40.67203224,-73.96422204
AC,EUCLID AV,2022-01-31T00:00:00Z,1211,919,9593,3799,5,2020-02-03T00:00:00Z,8092,4796,22448,9427,0.14965397923875431,0.1916180150125104,0.4273431931575196,0.4029914076588522,40.675377,-73.872106
5,EASTCHSTER/DYRE,2022-01-10T00:00:00Z,189,236,4550,1635,2,2020-01-13T00:00:00Z,426,553,11516,3494,0.44366197183098594,0.4267631103074141,0.39510246613407435,0.4679450486548369,40.8883,-73.830834
Q,96 ST-2 AVE,2022-02-07T00:00:00Z,566,1917,6002,11428,6,2020-02-10T00:00:00Z,983,5124,13771,24200,0.5757884028484231,0.3741217798594848,0.4358434391111757,0.47223140495867766,40.78423665,-73.94706602
BD,155 ST,2022-03-07T00:00:00Z,263,324,2677,1675,10,2019-03-11T00:00:00Z,731,788,6574,2909,0.359781121751026,0.41116751269035534,0.4072102220870094,0.5757992437263665,40.830135,-73.938209
7,40 ST LOWERY ST,2022-03-21T00:00:00Z,315,755,4609,5284,12,2019-03-25T00:00:00Z,730,2238,8901,11067,0.4315068493150685,0.33735478105451294,0.5178069879788788,0.4774554983283636,40.743781,-73.924016
D,BAY 50 ST,2022-01-17T00:00:00Z,241,228,1968,1156,3,2020-01-20T00:00:00Z,333,388,3629,1783,0.7237237237237237,0.5876288659793815,0.5422981537613668,0.6483454851374089,40.58884067,-73.983765
N,BAY PKWY,2022-01-31T00:00:00Z,710,616,5193,2445,5,2020-02-03T00:00:00Z,1081,1304,10825,4483,0.6567992599444958,0.4723926380368098,0.4797228637413395,0.5453937095694847,40.61145579,-73.98178001
D,25 AV,2022-02-07T00:00:00Z,394,389,4552,1580,6,2020-02-10T00:00:00Z,729,763,8442,3504,0.5404663923182441,0.509829619921363,0.539208718313196,0.4509132420091324,40.59770367,-73.986829
1,DYCKMAN ST,2022-01-24T00:00:00Z,680,733,6872,4492,4,2020-01-27T00:00:00Z,1731,2131,12536,7768,0.3928365106874639,0.343969967151572,0.5481812380344607,0.57826982492276,40.860531,-73.925536
DFGMNR,4AV-9 ST,2022-04-04T00:00:00Z,161,1213,2751,5964,14,2019-04-08T00:00:00Z,376,2557,6126,12079,0.42819148936170215,0.4743840438013297,0.44906953966699314,0.49374948257306067,40.67027167,-73.989779
2345S,FRANKLIN AV,2022-03-28T00:00:00Z,492,1824,5373,5329,13,2019-04-01T00:00:00Z,942,4160,11878,13045,0.5222929936305732,0.43846153846153846,0.4523488802828759,0.4085090072824837,40.67076515,-73.95809974
1,86 ST,2022-04-18T00:00:00Z,425,1524,5324,9151,16,2019-04-22T00:00:00Z,1344,5640,16950,22326,0.3162202380952381,0.2702127659574468,0.3141002949852507,0.4098808564006092,40.788644,-73.976218
ACJZ2345,FULTON ST,2022-04-11T00:00:00Z,712,2612,3681,20627,15,2019-04-15T00:00:00Z,1285,7091,10260,73298,0.5540856031128405,0.3683542518685658,0.3587719298245614,0.28141286256105214,40.71016217,-74.00762309
1,HOUSTON ST,2022-03-07T00:00:00Z,140,1216,758,9291,10,2019-03-11T00:00:00Z,270,2239,4453,36090,0.5185185185185185,0.543099598034837,0.17022232203009208,0.25743973399833747,40.728251,-74.005367
F,AVENUE X,2022-02-28T00:00:00Z,4,0,3004,1639,9,2019-03-04T00:00:00Z,0,0,5130,2449,"NA","NA",0.5855750487329434,0.6692527562270314,40.58944967,-73.974266
6,77 ST,2022-01-03T00:00:00Z,318,2692,2368,19555,1,2020-01-06T00:00:00Z,601,8694,8200,44547,0.5291181364392679,0.30963883137796183,0.28878048780487803,0.43897456618852,40.77362,-73.959874
CE,SPRING ST,2022-04-18T00:00:00Z,61,1779,446,9710,16,2019-04-22T00:00:00Z,166,5547,1512,37321,0.3674698795180723,0.3207138994050838,0.294973544973545,0.2601752364620455,40.726227,-74.003739
EF,75 AV,2022-04-18T00:00:00Z,22,134,1265,1367,16,2019-04-22T00:00:00Z,193,628,3462,2851,0.11398963730569948,0.21337579617834396,0.3653957250144425,0.47948088390038585,40.71804465,-73.83692369
BDFM,47-50 STS ROCK,2022-02-07T00:00:00Z,999,5695,4072,52226,6,2020-02-10T00:00:00Z,2907,17414,12067,181735,0.34365325077399383,0.3270357183875043,0.33744924173365376,0.28737447382177345,40.758641,-73.981331
AS,BROAD CHANNEL,2022-01-24T00:00:00Z,18,15,409,84,4,2020-01-27T00:00:00Z,39,31,797,166,0.46153846153846156,0.4838709677419355,0.5131744040150564,0.5060240963855421,40.60840218,-73.81583269
L,JEFFERSON ST,2022-01-24T00:00:00Z,403,659,4380,3590,4,2020-01-27T00:00:00Z,1088,2062,13874,8665,0.3704044117647059,0.3195926285160039,0.3156984287155831,0.41431044431621467,40.70660667,-73.922913
45,138/GRAND CONC,2022-01-10T00:00:00Z,207,378,1919,3276,2,2020-01-13T00:00:00Z,370,383,3408,3757,0.5594594594594594,0.9869451697127938,0.5630868544600939,0.8719723183391004,40.813224,-73.929849
FG,BERGEN ST,2022-02-21T00:00:00Z,161,1401,1476,5884,8,2019-02-25T00:00:00Z,379,3906,6930,16122,0.42480211081794195,0.358678955453149,0.21298701298701297,0.36496712566679074,40.68611055,-73.9907565
AS,ROCKAWAY PARK B,2022-01-17T00:00:00Z,44,64,358,274,3,2020-01-20T00:00:00Z,48,93,1001,531,0.9166666666666666,0.6881720430107527,0.35764235764235763,0.5160075329566854,40.58095587,-73.83559009
BDFM7,42 ST-BRYANT PK,2022-01-10T00:00:00Z,870,4534,4623,33318,2,2020-01-13T00:00:00Z,2710,14112,17593,157298,0.3210332103321033,0.32128684807256236,0.26277496731654637,0.2118145176671032,40.754184,-73.984591
A,BEACH 44 ST,2022-03-21T00:00:00Z,38,36,828,285,12,2019-03-25T00:00:00Z,117,147,1434,509,0.3247863247863248,0.24489795918367346,0.5774058577405857,0.5599214145383105,40.592943,-73.776013
BQ,CHURCH AV,2022-03-14T00:00:00Z,1143,1999,10288,6856,11,2019-03-18T00:00:00Z,1971,3680,21253,13069,0.5799086757990868,0.5432065217391304,0.48407283677598456,0.5246001989440661,40.65049325,-73.96288246
BD,182-183 STS,2022-02-28T00:00:00Z,701,511,4900,2609,9,2019-03-04T00:00:00Z,1322,1250,8824,4672,0.5302571860816944,0.4088,0.5553037171350861,0.5584332191780822,40.856093,-73.900741
F,BAY PKWY,2022-01-03T00:00:00Z,48,70,826,574,1,2020-01-06T00:00:00Z,0,0,1782,1283,"NA","NA",0.46352413019079686,0.4473889321901793,40.62073162,-73.97525698
MR,STEINWAY ST,2022-02-14T00:00:00Z,1062,1207,9768,8932,7,2019-02-18T00:00:00Z,4644,7672,23905,16678,0.22868217054263565,0.15732533889468195,0.40861744404936207,0.5355558220410122,40.75698736,-73.92052647
456,125 ST,2022-02-28T00:00:00Z,1004,2620,10655,16856,9,2019-03-04T00:00:00Z,3685,6626,19695,38858,0.27245590230664857,0.39541201328101416,0.541000253871541,0.43378454887024553,40.804138,-73.937594
J,KOSCIUSZKO ST,2022-04-04T00:00:00Z,433,583,3843,1749,14,2019-04-08T00:00:00Z,859,1322,10212,3734,0.5040745052386496,0.4409984871406959,0.3763219741480611,0.4683985002678093,40.693172,-73.928509
D,NORWOOD 205 ST,2022-04-11T00:00:00Z,967,565,9657,2332,15,2019-04-15T00:00:00Z,1834,1354,19757,5128,0.5272628135223555,0.4172821270310192,0.488788783722225,0.4547581903276131,40.874811,-73.878855
BQ,NEWKIRK PLAZA,2022-02-14T00:00:00Z,720,1010,7568,4119,7,2019-02-18T00:00:00Z,1044,2019,9480,7540,0.6896551724137931,0.5002476473501734,0.7983122362869198,0.5462864721485411,40.63514194,-73.962694870000007
F,YORK ST,2022-01-10T00:00:00Z,102,1090,1267,6468,2,2020-01-13T00:00:00Z,212,3790,3374,29984,0.4811320754716981,0.287598944591029,0.3755186721991701,0.21571504802561367,40.69974267,-73.986885
6,CASTLE HILL AV,2022-01-31T00:00:00Z,758,645,5961,2578,5,2020-02-03T00:00:00Z,1609,1410,14359,5573,0.47110006215040395,0.4574468085106383,0.4151403301065534,0.46258747532747174,40.834255,-73.851222
23,BERGEN ST,2022-03-07T00:00:00Z,182,547,2975,2207,10,2019-03-11T00:00:00Z,29,436,2326,4121,6.275862068965517,1.2545871559633028,1.2790197764402407,0.5355496238776996,40.68086214,-73.97499915
M,FRESH POND RD,2022-04-04T00:00:00Z,548,371,8309,1380,14,2019-04-08T00:00:00Z,0,0,16536,2613,"NA","NA",0.5024794388001935,0.5281285878300803,40.706226,-73.895898
CE,50 ST,2022-03-21T00:00:00Z,463,3053,2109,12730,12,2019-03-25T00:00:00Z,840,8658,4836,37554,0.5511904761904762,0.35262185262185264,0.43610421836228286,0.3389785375725622,40.762456,-73.985984
25,STERLING ST,2022-01-24T00:00:00Z,389,499,5084,2847,4,2020-01-27T00:00:00Z,1308,1545,13937,5290,0.2974006116207951,0.32297734627831715,0.3647843868838344,0.5381852551984877,40.66277299,-73.95072891
D,18 AV,2022-03-14T00:00:00Z,488,709,5483,2521,11,2019-03-18T00:00:00Z,856,1483,9878,4696,0.5700934579439252,0.47808496291301417,0.5550718768981575,0.536839863713799,40.60773573,-74.00159259
1,TOMPKINSVILLE,2022-03-14T00:00:00Z,101,76,556,597,11,2019-03-18T00:00:00Z,191,215,1041,1410,0.5287958115183246,0.35348837209302325,0.5341018251681076,0.42340425531914894,40.63777315,-74.07515765
BC,116 ST,2022-04-18T00:00:00Z,269,911,3183,3325,16,2019-04-22T00:00:00Z,600,1861,8806,7290,0.4483333333333333,0.48952176249328316,0.3614580967522144,0.4561042524005487,40.80505813,-73.95479778
FG,CARROLL ST,2022-01-31T00:00:00Z,574,1324,7539,8736,5,2020-02-03T00:00:00Z,1583,3302,28991,17804,0.3626026531901453,0.40096910963052695,0.2600462212410748,0.4906762525275219,40.68027335,-73.99494698
23,116 ST,2022-01-03T00:00:00Z,301,1039,3277,4872,1,2020-01-06T00:00:00Z,670,3555,7789,13237,0.44925373134328356,0.29226441631504924,0.42072153036333293,0.3680592279217345,40.802098,-73.949625
L,NEW LOTS,2022-01-31T00:00:00Z,315,307,3476,1651,5,2020-02-03T00:00:00Z,571,708,7540,3514,0.5516637478108581,0.4336158192090395,0.4610079575596817,0.46983494593056346,40.65891477,-73.89927796
4,MT EDEN AV,2022-02-21T00:00:00Z,696,616,3564,2587,8,2019-02-25T00:00:00Z,1143,1022,8827,5981,0.6089238845144357,0.6027397260273972,0.4037611872663419,0.4325363651563284,40.844434,-73.914685
Q,96 ST-2 AVE,2022-02-14T00:00:00Z,556,1884,5609,10971,7,2019-02-18T00:00:00Z,1159,5215,12225,19878,0.4797238999137187,0.36126558005752635,0.45881390593047033,0.5519166918201026,40.78423665,-73.94706602
Q,72 ST-2 AVE,2022-02-28T00:00:00Z,424,3165,3956,29181,9,2019-03-04T00:00:00Z,1002,8447,10627,61320,0.4231536926147705,0.37468923878299987,0.3722593394184624,0.47588062622309196,40.76880251,-73.95836179
JM,LORIMER ST,2022-04-18T00:00:00Z,290,490,2198,1655,16,2019-04-22T00:00:00Z,921,1816,6534,3815,0.31487513572204123,0.2698237885462555,0.33639424548515456,0.4338138925294889,40.703844,-73.947355
1,RECTOR ST,2022-03-14T00:00:00Z,105,1162,895,5388,11,2019-03-18T00:00:00Z,214,2221,2368,17384,0.49065420560747663,0.5231877532642953,0.3779560810810811,0.3099401748734468,40.707513,-74.013783
5,PELHAM PKWY,2022-03-21T00:00:00Z,190,110,4093,958,12,2019-03-25T00:00:00Z,401,273,8063,1964,0.47381546134663344,0.40293040293040294,0.507627433957584,0.48778004073319753,40.858985,-73.855359000000007
C,LAFAYETTE AV,2022-01-24T00:00:00Z,84,566,820,3010,4,2020-01-27T00:00:00Z,185,2144,2147,6939,0.4540540540540541,0.26399253731343286,0.3819282720074523,0.43378008358553105,40.686113,-73.973946
1,TOMPKINSVILLE,2022-02-14T00:00:00Z,120,70,445,297,7,2019-02-18T00:00:00Z,108,92,722,712,1.1111111111111112,0.7608695652173914,0.6163434903047091,0.41713483146067415,40.63777315,-74.07515765
BQ,AVENUE U,2022-03-07T00:00:00Z,675,719,5312,3128,10,2019-03-11T00:00:00Z,1718,1745,15825,5775,0.3928987194412107,0.4120343839541547,0.33567140600315953,0.5416450216450216,40.59930895,-73.95581122
6,PELHAM BAY PARK,2022-04-11T00:00:00Z,402,787,5789,2867,15,2019-04-15T00:00:00Z,659,1594,12823,4922,0.6100151745068285,0.49372647427854455,0.4514544178429385,0.5824867939861845,40.852462,-73.828121
F,2 AV,2022-03-14T00:00:00Z,390,2363,2091,9706,11,2019-03-18T00:00:00Z,823,7476,5779,23827,0.4738760631834751,0.3160781166399144,0.3618273057622426,0.40735300289587445,40.72340167,-73.989938
FG,SMITH-9 ST,2022-01-03T00:00:00Z,203,524,1991,3249,1,2020-01-06T00:00:00Z,799,1566,6950,7748,0.25406758448060074,0.334610472541507,0.28647482014388487,0.419334021683015,40.67364106,-73.99589173
FG,CHURCH AV,2022-02-14T00:00:00Z,1710,1368,12084,5118,7,2019-02-18T00:00:00Z,2953,2526,20854,10520,0.5790721300372502,0.5415676959619953,0.5794571784789488,0.4865019011406844,40.644272,-73.97972116
C,155 ST,2022-03-14T00:00:00Z,222,218,2309,928,11,2019-03-18T00:00:00Z,432,599,5483,1828,0.5138888888888888,0.3639398998330551,0.4211198249133686,0.5076586433260394,40.830518,-73.941514
D,BAY PKWY,2022-01-10T00:00:00Z,563,679,5771,2842,2,2020-01-13T00:00:00Z,1004,1743,11644,6051,0.5607569721115537,0.3895582329317269,0.49562006183442114,0.4696744339778549,40.60195046,-73.9936762
EMR,QUEENS PLAZA,2022-04-11T00:00:00Z,649,1072,4138,6774,15,2019-04-15T00:00:00Z,1431,2620,12675,18124,0.453529000698812,0.40916030534351144,0.32646942800788953,0.37375855219598325,40.74891772,-73.93713824
1,125 ST,2022-02-07T00:00:00Z,584,1251,4718,6758,6,2020-02-10T00:00:00Z,1215,2105,10574,12877,0.4806584362139918,0.5942992874109264,0.4461887648950255,0.5248116797390696,40.815581,-73.958372
BQ,SHEEPSHEAD BAY,2022-04-04T00:00:00Z,1149,1085,14457,5101,14,2019-04-08T00:00:00Z,2007,2344,33359,10771,0.5724962630792227,0.4628839590443686,0.4333763002488084,0.47358648222077804,40.58654755,-73.95405791
EJZ,SUTPHIN-ARCHER,2022-03-14T00:00:00Z,3009,6169,22078,22254,11,2019-03-18T00:00:00Z,4741,8939,38884,41551,0.6346762286437461,0.6901219375769102,0.567791379487707,0.5355827777911483,40.70038242,-73.80800472
N,KINGS HWY,2022-01-24T00:00:00Z,417,360,4596,2240,4,2020-01-27T00:00:00Z,809,868,7757,3167,0.515451174289246,0.4147465437788018,0.5924970993940957,0.7072939690558888,40.604059,-73.980373
7,40 ST LOWERY ST,2022-01-03T00:00:00Z,904,988,6634,5082,1,2020-01-06T00:00:00Z,2079,2492,21269,12698,0.43482443482443484,0.39646869983948635,0.31190935163853495,0.4002205071664829,40.743781,-73.924016
7NQW,QUEENSBORO PLZ,2022-02-14T00:00:00Z,1248,1859,7109,11498,7,2019-02-18T00:00:00Z,7781,9322,18026,23526,0.1603906952833826,0.19942072516627332,0.3943747919671585,0.4887358667006716,40.75063565,-73.94016354
1,231 ST,2022-03-14T00:00:00Z,558,1223,6475,5137,11,2019-03-18T00:00:00Z,1079,2568,12880,9506,0.5171455050973123,0.4762461059190031,0.5027173913043478,0.5403955396591626,40.878856,-73.904834
6,23 ST,2022-02-21T00:00:00Z,209,2372,1782,16985,8,2019-02-25T00:00:00Z,487,6499,6977,62679,0.42915811088295686,0.36497922757347284,0.2554106349433854,0.27098390210437306,40.739864,-73.986599
6,ASTOR PL,2022-01-03T00:00:00Z,135,1460,1019,5854,1,2020-01-06T00:00:00Z,435,6007,4455,23684,0.3103448275862069,0.2430497752621941,0.2287317620650954,0.2471710859652086,40.730054,-73.99107
C,155 ST,2022-01-03T00:00:00Z,137,228,1261,920,1,2020-01-06T00:00:00Z,317,720,3259,2262,0.43217665615141954,0.31666666666666665,0.38692850567658793,0.40671971706454463,40.830518,-73.941514
1,V.CORTLANDT PK,2022-01-24T00:00:00Z,449,429,7226,3795,4,2020-01-27T00:00:00Z,1605,1512,15780,6971,0.27975077881619936,0.2837301587301587,0.45792141951837767,0.5443982212021231,40.889248,-73.898583
1,V.CORTLANDT PK,2022-01-31T00:00:00Z,772,617,7336,3583,5,2020-02-03T00:00:00Z,1295,1005,15776,6873,0.5961389961389961,0.6139303482587065,0.46501014198782964,0.521315291721228,40.889248,-73.898583
BQ,AVENUE U,2022-01-10T00:00:00Z,476,801,4534,2921,2,2020-01-13T00:00:00Z,897,1608,7754,6252,0.5306577480490524,0.498134328358209,0.5847304616971886,0.4672104926423544,40.59930895,-73.95581122
D,50 ST,2022-03-21T00:00:00Z,160,515,1795,3624,12,2019-03-25T00:00:00Z,256,838,3222,5232,0.625,0.6145584725536993,0.5571073867163253,0.6926605504587156,40.63626089,-73.99465878
25,BEVERLY RD,2022-02-07T00:00:00Z,529,431,5552,1711,6,2020-02-10T00:00:00Z,1021,906,11008,3053,0.5181194906953966,0.4757174392935982,0.5043604651162791,0.5604323616115297,40.64512352,-73.94884798
E,JAMAICA VAN WK,2022-04-04T00:00:00Z,459,346,4765,1947,14,2019-04-08T00:00:00Z,1730,1146,8875,4029,0.2653179190751445,0.3019197207678883,0.5369014084507042,0.4832464631422189,40.70289855,-73.81701287
FG,7 AV,2022-01-10T00:00:00Z,130,895,3239,7099,2,2020-01-13T00:00:00Z,346,3154,10539,14743,0.37572254335260113,0.2837666455294864,0.3073346617326122,0.48151665197042665,40.66624469,-73.98025118
245,149/GRAND CONC,2022-01-24T00:00:00Z,812,783,6921,9399,4,2020-01-27T00:00:00Z,2228,1868,16091,24592,0.3644524236983842,0.41916488222698073,0.43011621403268907,0.38219746258945997,40.81833014,-73.92672247
6,BROOK AV,2022-03-07T00:00:00Z,546,622,4193,3577,10,2019-03-11T00:00:00Z,1212,1296,10498,5454,0.4504950495049505,0.4799382716049383,0.39940941131644125,0.6558489182251559,40.807566,-73.91924
1,231 ST,2022-01-24T00:00:00Z,674,816,8265,5615,4,2020-01-27T00:00:00Z,2028,2552,20050,10293,0.3323471400394477,0.31974921630094044,0.41221945137157107,0.5455163703487808,40.878856,-73.904834
